EventID,UserName,LogHost,DomainName,Status,Source,AuthenticationPackage,Time,LogonID,ParentProcessName,ParentProcessID,ProcessName,ProcessID,LogonTypeDescription,LogonType,FailureReason,Destination
4,User927159,ActiveDirectory,Domain001,,,,123601,0x18b50b76,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,139585,0x22d83edf8,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,120321,0x2263545ce,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124184,,,,,,,,,
4,Comp916004$,Comp916004,Domain001,,,,125071,0x3c51aaaf,,,,,Network,3.0,,
4,User574384,Comp193128,Domain001,,,,119372,0x177c9e3c,,,,,Network,3.0,,
7,system,Comp370343,nt authority,,,,124885,0x3e7,,,,,,,,
1,User099723,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,123314,,,,,,,,,
6,User934444,Comp955541,Domain001,,,,125428,0x3e7,,,lsass.exe,0x2f4,,,,Comp457365
1,Administrator,Comp267775,Domain002,0xc0000064,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125362,,,,,,,,,
2,Comp532565$,ActiveDirectory,Domain001,,Comp532565,Kerberos,124134,0x12d736eb,,,,,Network,3.0,,
4,User500129,Comp256596,Domain001,,,,120270,0x70760b2,,,,,Network,3.0,,
7,Comp941397$,Comp941397,Domain001,,,,124964,0xfb2a07cd,,,,,,,,
7,system,Comp893207,nt authority,,,,140439,0x3e7,,,,,,,,
2,Comp989334$,Comp704126,Domain001,,Comp989334,Kerberos,125157,0x1db72e4,,,,,Network,3.0,,
4,User039185,Comp256596,Domain001,,,,124340,0x742663a,,,,,Network,3.0,,
6,User709164,Comp784926,Domain001,,,,125625,0x3e7,,,lsass.exe,0x2f4,,,,Comp457365
7,Comp916004$,Comp916004,Domain001,,,,119792,0x46515ab3,,,,,,,,
6,User462863,Comp337409,Domain001,,,,119932,0x103e15,,,Proc658859.exe,0x14f8,,,,Comp916004
1,Administrator,Comp830523,Domain002,0xc0000064,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125248,,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,120182,,,,,,,,,
6,User767783,Comp045422,Domain001,,,,124656,0x179b85,,,svchost.exe,0x210,,,,Comp916004
7,Comp916004$,Comp916004,Domain001,,,,125842,0x2284e98b4,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124639,,,,,,,,,
7,Comp030608$,Comp030608,Domain001,,,,125127,0x8a61888f,,,,,,,,
6,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,119515,0xd4ac47,,,Proc811977.exe,0x1888,,,,Comp457365
7,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,123386,0xc5ea437,,,,,,,,
6,User927159,Comp581624,Domain001,,,,139504,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,124303,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,Comp916004$,Comp916004,Domain001,,,,125895,0x228553469,,,,,Network,3.0,,
4,Comp822048$,Comp704126,Domain001,,,,125051,0x1d51703,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,124170,0x227af4a57,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,124335,0x440b2f45,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,140399,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,User826312,Comp370343,Domain001,,,,124877,0x3e7,,,winlogon.exe,0x304,,,,Comp457365
1,User797994,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,139631,,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,119570,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
4,User538007,ActiveDirectory,Domain001,,,,140278,0x381bf88a,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,119156,0x1d9191dae,,,,,,,,
4,AppService,Comp698972,Domain001,,,,124728,0xea686f5,,,,,Network,3.0,,
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,123968,,,,,,,,,
4,AppService,Comp698972,Domain001,,,,125332,0xeb76bc9,,,,,Network,3.0,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119328,,,,,,,,,
6,User331120,Comp643117,Domain001,,,,125261,0x9795f,,,Proc658859.exe,0x13c4,,,,Comp916004
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124978,,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,119076,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
7,Comp916004$,Comp916004,Domain001,,,,124358,0x227c2dfd1,,,,,,,,
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,125424,0x24b9b,,,Proc813133.exe,0x7c8,Interactive,2.0,The specified account's password has expired.,
4,Comp948949$,ActiveDirectory,Domain001,,,,139897,0x1a75b53c,,,,,Network,3.0,,
2,User318330,ActiveDirectory,Domain001,,Comp319209,Kerberos,125096,0x364cdf79,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,125007,0x227ff488e,,,,,,,,
7,Scanner,Comp839399,Domain001,,,,140630,0x149526e,,,,,,,,
6,AppService,EnterpriseAppServer,Domain001,,,,125424,0x19b34db4,,,Proc640309.exe,0x6c8,,,,Comp700191
6,User568652,Comp920946,Domain001,,,,124019,0xce5ce,,,Proc658859.exe,0x123c,,,,Comp916004
2,Comp888747$,ActiveDirectory,Domain001,,Comp888747,Kerberos,124898,0x3646ed74,,,,,Network,3.0,,
2,Comp915658$,ActiveDirectory,Domain001,,Comp915658,Kerberos,119782,0x12468f1f,,,,,Network,3.0,,
2,Comp546675$,ActiveDirectory,Domain001,,Comp546675,Kerberos,119144,0x1235ed74,,,,,Network,3.0,,
0,User510870,ActiveDirectory,Domain001,,,,124331,,,,,,,,,
0,User071556,ActiveDirectory,Domain001,,,,124292,,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,140620,0x452b7cfd,,,,,,,,
6,User626293,Comp296992,Domain001,,,,123413,0x3e7,,,winlogon.exe,0x2a8,,,,Comp457365
6,User860477,Comp438098,Domain001,,,,124339,0x30d734,,,Proc658859.exe,0x18fc,,,,Comp916004
4,User713733,EnterpriseAppServer,Domain001,,,,119071,0x23e4e4ba,,,,,Network,3.0,,
4,Comp611309$,Comp611309,Domain001,,,,124593,0x4abd74c0,,,,,Network,3.0,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125769,,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,140673,,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,123420,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
7,Scanner,Comp515869,Domain001,,,,139858,0x7f279aec,,,,,,,,
6,Comp111585$,Comp111585,Domain001,,,,119592,0x3e7,,,taskhost.exe,0x1b64,,,,Comp111585
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125407,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,User927159,ActiveDirectory,Domain001,,,,123920,0x18be9ac5,,,,,Network,3.0,,
0,User218648,ActiveDirectory,Domain001,,,,123721,,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125826,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,125416,0x219f7,,,Proc813133.exe,0x760,Interactive,2.0,The specified account's password has expired.,
1,Administrator,Comp397623,Domain002,0xc0000064,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124891,,,,,,,,,
2,User667009,Comp193128,Domain001,,Comp287893,Kerberos,123987,0x18231061,,,,,Network,3.0,,
7,ActiveDirectory$,ActiveDirectory,Domain001,,,,123951,0x2f3c9b98,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,139590,0x44d7b9fd,,,,,,,,
7,Scanner,Comp216328,Domain001,,,,120263,0x10bd474c,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125676,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
1,User824244,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125012,,,,,,,,,
0,User976411,ActiveDirectory,Domain001,,,,119601,,,,,,,,,
2,User926781,ActiveDirectory,Domain001,,Comp997074,Kerberos,125792,0x2f7d4960,,,,,Network,3.0,,
7,Scanner,Comp805669,Domain001,,,,125047,0x3f0edb8,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125642,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
1,Administrator,ActiveDirectory,Domain001,0xc000006a,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,139502,,,,,,,,,
4,User475186,Comp805594,Domain001,,,,124363,0x1d8d81ee,,,,,Network,3.0,,
7,Scanner,Comp805669,Domain001,,,,125059,0x3f1655e,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,124577,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,User926781,ActiveDirectory,Domain001,,,,125463,0x2f7220a4,,,,,Network,3.0,,
7,Scanner,Comp172063,Domain001,,,,123998,0x26652e7,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,139779,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
5,User826312,Comp370343,Domain001,,,,124839,0x34872,,,,,,,,
6,User641370,Comp846692,Domain001,,,,125699,0x180dc9,,,Proc658859.exe,0x19a0,,,,Comp916004
0,User658925,ActiveDirectory,Domain001,,,,124963,,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,125934,0x40cca2aa,,,,,,,,
4,Comp468300$,ActiveDirectory,Domain001,,,,125132,0x364cad3f,,,,,Network,3.0,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,120305,,,,,,,,,
6,User688324,Comp750335,Domain001,,,,120293,0x3e7,,,winlogon.exe,0x1d54,,,,Comp457365
7,Comp916004$,Comp916004,Domain001,,,,120055,0x2261a1d34,,,,,,,,
6,User706736,Comp793733,Comp793733,,,,120104,0x3e7,,,Proc978997.exe,0xc8c,,,,Comp457365
4,Comp828492$,ActiveDirectory,Domain001,,,,125761,0x18f45d67,,,,,Network,3.0,,
2,User135711,ActiveDirectory,Domain001,,Comp627801,Kerberos,140049,0x1a79dcba,,,,,Network,3.0,,
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,119680,0x219f7,,,Proc813133.exe,0x760,Interactive,2.0,The specified account's password has expired.,
2,Anonymous,ActiveDirectory,nt authority,,Comp893211,NTLM,124716,0x12e5d576,,,,,Network,3.0,,
4,Scanner,Comp805669,Domain001,,,,125763,0x4273194,,,,,Network,3.0,,
4,User074652,ActiveDirectory,Domain001,,,,119503,0x3599b4db,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,139917,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
2,Comp499003$,ActiveDirectory,Domain001,,Comp499003,Kerberos,119392,0x2e7cd1c0,,,,,Network,3.0,,
7,AppService,Comp698972,Domain001,,,,125209,0xeb671a2,,,,,,,,
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,123815,0x219f7,,,Proc813133.exe,0x760,Interactive,2.0,The specified account's password has expired.,
2,Comp204675$,ActiveDirectory,Domain001,,Comp204675,Kerberos,119369,0x116e5c52,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,140609,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
7,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,119841,0xc14e465,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,124127,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
7,Scanner,Comp422203,Domain001,,,,125529,0x17837b8c,,,,,,,,
0,User168509,ActiveDirectory,Domain001,,,,140541,,,,,,,,,
4,User199485,Comp704126,Domain001,,,,123999,0x19e40e9,,,,,Network,3.0,,
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,119219,0x219f7,,,Proc813133.exe,0x760,Interactive,2.0,The specified account's password has expired.,
4,ActiveDirectory$,ActiveDirectory,Domain001,,,,125112,0x12f106b9,,,,,Network,3.0,,
0,User184048,ActiveDirectory,Domain001,,,,125204,,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119299,,,,,,,,,
2,Comp792736$,ActiveDirectory,Domain001,,Comp792736,Kerberos,120318,0xba0364a,,,,,Network,3.0,,
4,Comp033328$,ActiveDirectory,Domain001,,,,124215,0x18c6c7e3,,,,,Network,3.0,,
4,User015659,Comp337732,Domain001,,,,125394,0x20c27f83,,,,,Network,3.0,,
4,User934915,ActiveDirectory,Domain001,,,,124642,0x120582db,,,,,Network,3.0,,
1,User471219,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119071,,,,,,,,,
6,User293362,Comp543700,Domain001,,,,124213,0x3e7,,,winlogon.exe,0x22a4,,,,Comp457365
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119292,,,,,,,,,
1,User440422,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124027,,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,124105,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,User661167,ActiveDirectory,Domain001,,,,124178,0x11f750c8,,,,,Network,3.0,,
6,User820488,Comp916004,Domain001,,,,125121,0x3e7,,,Proc811977.exe,0x1494,,,,Comp457365
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,120142,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,User124650,Comp276150,Domain001,,,,140783,0x61b49323,,,,,Unlock,7.0,,
4,User524555,ActiveDirectory,Domain001,,,,119777,0x2e87ee6e,,,,,Network,3.0,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,120081,,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,119102,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,123502,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,Scanner,Comp439241,Domain001,,,,123305,0x1608581,,,,,Network,3.0,,
6,User423583,Comp762691,Domain001,,,,125193,0x85a6a,,,Proc658859.exe,0xb10,,,,Comp916004
6,User078559,Comp344101,Domain001,,,,119934,0x3e7,,,lsass.exe,0x3d0,,,,Comp457365
2,User121588,Comp704126,Domain001,,Comp791932,Kerberos,119581,0x81828a,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,124545,0x441e46b5,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119487,,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,123961,,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,125048,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
6,AppService,Comp139547,Domain001,,,,124738,0x66e66e,,,Proc653904.exe,0x14d4,,,,EnterpriseAppServer
7,ActiveDirectory$,ActiveDirectory,Domain001,,,,139899,0x313c0b6b,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,140597,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,140001,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,User927159,Comp894088,Domain001,,,,119102,0xe035054,,,Proc746489.exe,0x3710,,,,ActiveDirectory
2,Comp189246$,ActiveDirectory,Domain001,,Comp189246,Kerberos,123971,0x18c0379f,,,,,Network,3.0,,
2,Comp168613$,ActiveDirectory,Domain001,,Comp168613,NTLM,140607,0x38264385,,,,,Network,3.0,,
6,User194089,Comp916004,Domain001,,,,125484,0x3e7,,,Proc811977.exe,0x2b8c,,,,Comp457365
7,Comp916004$,Comp916004,Domain001,,,,120215,0x3eab1e42,,,,,,,,
6,User952383,Comp361861,Domain001,,,,119812,0x3e7,,,winlogon.exe,0x40c,,,,Comp457365
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,123991,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,124173,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,EnterpriseAppServer$,Comp256596,Domain001,,,,124938,0x74a3c66,,,,,Network,3.0,,
7,Comp916004$,ActiveDirectory,Domain001,,,,125301,0x68eb4c2,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,140349,0x5056079d,,,,,,,,
2,Anonymous,Comp745385,nt authority,,EnterpriseAppServer,NTLM,119163,0x6a50225b,,,,,Network,3.0,,
1,Administrator,ActiveDirectory,Domain001,0xc000006a,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,140161,,,,,,,,,
2,User139851,ActiveDirectory,Domain001,,Comp187666,Kerberos,125760,0xc25bb8f,,,,,Network,3.0,,
6,User927159,Comp581624,Domain001,,,,125414,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
7,User109559,Comp389338,Domain001,,,,124834,0xc0332ed6,,,,,,,,
0,User517416,ActiveDirectory,Domain001,,,,139740,,,,,,,,,
4,User462751,ActiveDirectory,Domain001,,,,125349,0x18ea3874,,,,,Network,3.0,,
2,Comp853884$,ActiveDirectory,Domain001,,Comp853884,Kerberos,119509,0xb8b2868,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125590,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,User927159,Comp581624,Domain001,,,,124220,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
6,User927159,Comp581624,Domain001,,,,140110,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
1,Administrator,ActiveDirectory,Domain001,0xc000006a,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119805,,,,,,,,,
6,User131393,Comp350959,Domain001,,,,120135,0x17f767,,,Proc908852.exe,0x129c,,,,Comp916004
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119792,,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,120096,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
1,User101381,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124564,,,,,,,,,
7,Comp916004$,ActiveDirectory,Domain001,,,,139865,0x6fcbf4d,,,,,,,,
2,Comp916004$,ActiveDirectory,Domain001,,Comp916004,Kerberos,124306,0x92669ed,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,124716,0x50998744,,,,,,,,
4,Scanner,Comp251024,Domain001,,,,123972,0x21ea3f1,,,,,Network,3.0,,
1,User744927,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125014,,,,,,,,,
4,Comp941397$,ActiveDirectory,Domain001,,,,119897,0x2e8cefd9,,,,,Network,3.0,,
4,User643724,Comp317953,Domain001,,,,119481,0x3088d852,,,,,Network,3.0,,
4,User644643,Comp805594,Domain001,,,,124937,0x1da1a8b1,,,,,Network,3.0,,
4,User347112,ActiveDirectory,Domain001,,,,120118,0x2e936eb7,,,,,Network,3.0,,
6,User926781,Comp997074,Domain001,,,,120124,0x6e286,,,Proc084690.exe,0x578,,,,Comp916004
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,119332,0x24b9b,,,Proc813133.exe,0x7c8,Interactive,2.0,The specified account's password has expired.,
7,Comp916004$,Comp916004,Domain001,,,,123911,0x227957b30,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,120022,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
3,User939708,Comp539939,Domain001,,Comp539939,Negotiate,119465,0x3e7,,,winlogon.exe,0x284,Unlock,7.0,Unknown user name or bad password.,
2,Comp658640$,Comp704126,Domain001,,Comp658640,Kerberos,124723,0x1c3b501,,,,,Network,3.0,,
4,User892973,ActiveDirectory,Domain001,,,,119628,0x183d64af,,,,,Network,3.0,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,120022,,,,,,,,,
1,User727269,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124242,,,,,,,,,
2,User154506,ActiveDirectory,Domain001,,Comp639097,Kerberos,124789,0x3643eb65,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,119174,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125021,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,119725,0x24b9b,,,Proc813133.exe,0x7c8,Interactive,2.0,The specified account's password has expired.,
1,Administrator,Comp278323,Domain002,0xc0000064,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119052,,,,,,,,,
6,User993656,Comp916004,Domain001,,,,125276,0x3e7,,,Proc811977.exe,0x2b8c,,,,Comp457365
6,User890442,Comp181896,Domain001,,,,123391,0x3e7,,,winlogon.exe,0x2d4,,,,Comp457365
2,Comp624869$,Comp704126,Domain001,,Comp624869,Kerberos,140705,0x51b7ff9,,,,,Network,3.0,,
7,ActiveDirectory$,ActiveDirectory,Domain001,,,,140504,0x31507090,,,,,,,,
7,ActiveDirectory$,ActiveDirectory,Domain001,,,,124913,0x18dda9b9,,,,,,,,
2,User197442,ActiveDirectory,Domain001,,Comp278990,Kerberos,119402,0x18367f0b,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,119019,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
7,ActiveDirectory$,ActiveDirectory,Domain001,,,,124826,0xc10583b,,,,,,,,
2,User159816,ActiveDirectory,Domain001,,Comp981680,Kerberos,123360,0x18ae77e9,,,,,Network,3.0,,
4,User018094,ActiveDirectory,Domain001,,,,119078,0xb7dcdb5,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,119596,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
0,User235899,ActiveDirectory,Domain001,,,,124279,,,,,,,,,
0,User402966,ActiveDirectory,Domain001,,,,124988,,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,139836,,,,,,,,,
2,User678446,ActiveDirectory,Domain001,,Comp780864,Kerberos,140490,0x3822b179,,,,,Network,3.0,,
6,User331120,Comp643117,Domain001,,,,120207,0x9795f,,,Proc658859.exe,0x13c4,,,,Comp916004
4,Comp748948$,ActiveDirectory,Domain001,,,,139838,0x313a1453,,,,,Network,3.0,,
7,Comp792546$,Comp792546,Domain001,,,,120262,0x24ca5677,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125369,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,119533,0xd4ac47,,,Proc811977.exe,0x1888,,,,Comp457365
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,124987,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
2,User156568,ActiveDirectory,Domain001,,Comp262486,Kerberos,120079,0x2e927891,,,,,Network,3.0,,
2,AppService,Comp894088,Domain001,,Comp807801,NTLM,119143,0xf1b91ab,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,139652,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125578,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,User850235,EnterpriseAppServer,Domain001,,,,125875,0x1f84d454,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,139757,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,124139,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124737,,,,,,,,,
4,Comp338947$,Comp908480,Domain001,,,,123457,0x785aaa3,,,,,Network,3.0,,
7,AppService,Comp894088,Domain001,,,,140634,0x10de5300,,,,,,,,
4,User927159,ActiveDirectory,Domain001,,,,125407,0x18ebd05b,,,,,Network,3.0,,
6,User208451,Comp371199,Domain001,,,,120242,0x7d562b5,,,Proc658859.exe,0x1a50,,,,Comp916004
2,Comp275037$,ActiveDirectory,Domain001,,Comp275037,Kerberos,123811,0xbf7ab7e,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,124081,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
2,Comp916004$,Comp916004,Domain001,,Comp916004,Kerberos,120130,0x4276e073,,,,,Network,3.0,,
6,Administrator,Comp520997,Domain001,,,,119695,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125522,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
0,User362342,ActiveDirectory,Domain001,,,,140216,,,,,,,,,
3,User146894,Comp156468,Domain001,,Comp156468,Negotiate,124985,0x3e7,,,winlogon.exe,0x2ac,Unlock,7.0,Unknown user name or bad password.,
2,User078635,ActiveDirectory,Domain001,,Comp718310,Kerberos,124011,0xbfc89f9,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,140687,0x22df20012,,,,,,,,
